,episode_idx,topic,round,message,response,knowledge,gold,Q2
895,895,Dylan's Candy Bar,3,Oh are they? What kind of candy is it?,Dylan's Candy Bar is a great brand of candy.,"It stocks 7,000 candies from around the world.",Dylan's Candy Bar is a candy supplier,0.0
896,896,Kurt Cobain,4,"For the life of me I can't think of any song titles, but I know I have heard some.","Kurt Cobain, the lead singer of the grunge band Nirvana","On April 8, 1994, Kurt Cobain, the lead singer of the grunge band Nirvana, was found dead at his home, located at 171 Lake Washington Boulevard East in Seattle, Washington.","You probably heard ""Smells Liek Teen Spirit"", it was their big hit. ",1.0
898,898,Guns N' Roses,3,"Yes, the best rock band ever.","Apprentice: Yes, the best rock band ever.","Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",Cool! When were they formed?,0.0
899,899,Kurt Cobain,4,which is your favorite song sung by him?,Kurt Cobain was a talented singer. Wizard heard his songs regularly. Kurt,"Kurt Donald Cobain (February 20, 1967 – April 5, 1994) was an American singer, songwriter, and musician.",Not sure cobain had so many good songs on Nirvana,0.36190476190476195
902,902,Ireland,4,Do you know why there are conflicts/,Ireland is divided between the Republic of Ireland and Northern Ireland.,"As of 2013, the amount of land that is wooded in Ireland is about 11% of the total, compared with a European average of 35%.",The island has a enormous amount of vegetation. But the climatic condition varies a lot.,0.0
904,904,Elvis Presley,3,Do you know if his hair was a natural jet black?,Elvis Presley's iconic dance moves made his image.,no_passages_used,"Oh wow, I would have thought it was dyed that color. He definitely made himself known as the lead person of rock and roll!",0.0
911,911,Neurosurgery,4,I find it so amazing that we can do this now with our technology. How long have people been operating on brains. It seems like something very new to me.,"Wizard: Well, it's been around for a long time. It's ","In most countries, neurosurgeon training requires a minimum period of seven years after graduating from medical school.","Its not really a new thing, students study hard for it, the United States, a neurosurgeon must generally complete four years of undergraduate education, four years of medical school",0.0
912,912,Ireland,4,"I have never heard of the great potato famine, what is that?","Wizard: It is sometimes referred to, mostly outside Ireland, as the Irish Potato Famine","It is sometimes referred to, mostly outside Ireland, as the Irish Potato Famine, because about two-fifths of the population was solely reliant on this cheap crop for a number of historical reasons.",Over a million people died during that period and another million left Ireland.  It was caused by potato blight.,1.0
913,913,Green,4,"That makes sense, when I think of green I think of nature.",Wizard: I like green because it is the color of nature.,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,"Absolutely, in fact that is why many creatures have adapted by taking on a green hue as camouflage so they can hide in nature.",0.0
914,914,Irish coffee,3,"I have, I thought I came up with it, turns out; I just have a drinking problem. ","Joe Sheridan, a head chef at the restaurant and coffee shop in the Foy","Different variations of coffee cocktails pre-date the now-classic Irish coffee by at least 100 years, before Joe Sheridan, a head chef at the restaurant and coffee shop in the Foynes Airbase Flying boat terminal building, County Limerick played his part in 1942 or 1943 after a group of American passengers disembarked from a several-hour failed Atlantic crossing due to bad weather conditions on a Pan Am Clipper flying boat.","Well it depends on how much whisky you pour lol, I like my Irish coffee strong.",0.2
919,919,Bowling,3,"Thats not so bad, What kind of bowling ball do you use, any suggestions? ",Apprentice: What kind of bowling ball do you use? Wizard: I use a Brunswick,A bowling ball is a piece of sporting equipment used to hit bowling pins in the sport of bowling.,I only have used the bowling balls provided at the bowling alley. Most of the time I use the 12lb ball. Most of the time I hold the ball in the palm of my hand when I throw it.,0.0
922,922,Green,3,I never heard that before. Why was green associated with the banker class?,Green was associated with bankers in the Middle Ages. It was the color of the bank,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,"Well it was mainly that they wanted to be close to nobility so they wanted an official color too, like Red was for the nobility",0.0
924,924,Green,4,yes of course emeralds are really pretty.,Wizard: Emeralds are my favorite color. They are in between blue and yellow. Do you,"Most emeralds are highly included, so their toughness (resistance to breakage) is classified as generally poor.",Emeralds have a classification of toughness as poor.,0.0
925,925,Hot dog,4,"yes I am an Agricultural Business student, I dont know how to start it up in United state",Wizard: I love a lot of chickens and eggs. I am an Agricultural Business,"More than 50 billion chickens are raised annually as a source of food, for both their meat and their eggs.",You can read about stuffs like that and the government bodies like the FDA n overseeing poultry production,0.0
926,926,Accounting,4,That is a long time ago!,"Wizard: Yes, it is. It was established by Luca Pacioli, an","Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","Yea that surprised me also. Accounting is also known as the ""language of business"". It conveys financial information to management, creditors, and investors about an entities position",0.0
927,927,Skiing,3,I wonder what they used for skiis back then.,Skiis are a type of footwear that are used for sliding on snow.,"Originally intended as an aid to travel over snow, they are now mainly used recreationally in the sport of skiing.",The word ski actually comes from skio.  That is Old Norse for split piece of wood,0.0
930,930,Green,3,I always find this interesting. What else can you tell me about the color green?,Wizard: It is the color of life.,Photosynthesis is a process used by plants and other organisms to convert light energy into chemical energy that can later be released to fuel the organisms' activities (energy transformation).,"Well, I can tell you that most plants in nature are green, due to photosynthesis.",0.0
932,932,Ireland,3,Really? Is the UK and Scotland the other two?,"Wizard: No, the UK and Scotland are the other two.","Situated in the North Atlantic, the islands have a total area of approximately 315,159 km, and a combined population of just under 70 million.","Great Britain is one of them, but I am unsure about Scotland. Great Britain is larger than Ireland.",0.0
