,episode_idx,topic,round,message,response,knowledge,gold,Q2
946,946,Broken heart,3,What have you found to be comforting?,Harrison Ford was involved in the crash of a Bell 206L4 LongRanger,"The neurological process involved in the perception of heartache is not known, but is thought to involve the anterior cingulate cortex of the brain, which during stress may overstimulate the vagus nerve causing pain, nausea or muscle tightness in the chest.",I have found that all humans go through this as it is common in many relationships and cultures. I try not to focus on mine and think of things that make me happy.,0.0
948,948,Instagram,4,Yes they are.  It's through that app that I've found a lot of users who share the same interests as me.  I could spend hours on it.,"The Jam's debut single, ""In the City"", charted in the Top 40","They can add hashtags to their posts, linking the photos up to other content on Instagram featuring the same subject or overall topic.",That's true and I like to use all of the digital filters on different images. Sometimes I add geotags!,0.0
949,949,The Walking Dead (TV series),3,"Awesome, Ive never read the comics but I've heard they are good. Who is your favorite character (past or present)?",Glenn,"In both forms of media, Glenn is a young pizza delivery boy from Atlanta who is separated from his family after the zombie outbreak and joins a group of survivors led by Rick Grimes.","My favorite character is Carol, but I also love Rick, played by Andrew LIncoln - he awakened from a coma surrounded by zombies!",0.0
951,951,Hot dog,3,I thought frankfurters were different than hot dogs - like higher quality meat?,As early as 1850,Hot dog variants include the corn dog and pig in a blanket.,"Well, it would interest you to know that there are varieties of hot dogs which may include   corn dog and pig in a blanket.",0.0
954,954,Bee,4,"What a weird name, any idea why they're called ""sweat"" bees? Do they sweat lol",Spears cl,"Domestication is shown in Egyptian art from around 4,500 years ago.",I have no idea! But I recognize even though I don't like them that they are very important for pollination. Wild bees have been declining which increased the value of managed hives used commercially.,0.0
955,955,American football,4,"True, but there are so many different plays and tactics. I know the scoring, just don't understand the downs?",Bruce appeared alongside Utsler on an episode of the weekly NWA Total Nonstop Action,"American football evolved in the United States, originating from the sports of association football and rugby football.",The 1st American football game was played November 1869 between Rutgers and Princeton,0.0
956,956,Ireland,3,"It is near England, right?","Randi and his colleagues publish in JREF's blog, Swift. Topics have","Politically, Ireland is divided between the Republic of Ireland (officially named Ireland), which covers five-sixths of the island, and Northern Ireland, which is part of the United Kingdom, in the northeast of the island.","I think so...It's an island in the North Atlantic, and I think the third largest in Europe.",0.0
958,958,Elvis Presley,4,"Yes, he had some very big songs. Do you know what type of music he played? I have no idea what you'd call it.","Wizard: He was an American singer, musician, and actor born in 1935 and died in 1977","Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","He started in jazz, then helped start what we now call rock. He was known as the King of Rock and Roll.",0.0
959,959,Green,4,"Yes, it's very beautiful and essential for our survival! ","Villa recruited more experienced generals, including Toribio Ortega, Porfirio Tal","In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",Its cool how many creatures in nature change colors to match the natural green environment,0.0
960,960,Bodybuilding supplement,3,That totally makes sense! The meat but not really the wine!,"Alexie was born at Sacred Heart Hospital in Spokane, Washington.","In the 1910s, Eugen Sandow, widely considered to be the first modern bodybuilder in the West, advocated the use of dietary control to enhance muscle growth.","You know how it is, people will take anything if they're led to believe it helps them at all. People have taken herbal concoctions and tonics before--strong men/athletes--since ancient times, and this includes all cultures, just because they want an edge in strength/stamina.",0.0
961,961,Medical billing,3,"Ok, is this restricted to the united states alone?",Piazza played for the Dodgers in 1988.,"Medical billers are encouraged, but not required by law, to become certified by taking an exam such as the CMRS Exam, RHIA Exam and others.","Yes. For decades, it was primarily done on paper, however with advancements it is now efficiently done via management software.",0.0
963,963,Green,4,"It used to quality various terms like,blue sky,blue ocean,blue cocktail et al",Georgia O'Keeffe then spent part of nearly every year working in New Mexico.,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,"Ah yes, I understand. And you're right. There are many different shades of it. The biggest source of green come from nature in the form of chlorophyll. It's the chemical plants make. Do you have any plants?",0.0
965,965,List of national parks of the United States,3,I wish I was on the west coast sometimes.  I feel like I'd spend a lot more time out in nature if I had better choices nearby.,"Khan's ""tube concept"", using all the exterior wall perimeter structure of a building to",Many current national parks had been previously protected as national monuments by the president under the Antiquities Act before being upgraded by Congress.,"If you ever get a chance to visit the West Coast, I'd recommend Miur Woods in California. It's also a National Park. ",0.0
